Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
ch2_s2_bogdan_219b2b2f	d	What he does with that information is up to him.	game/story scripts/ch2.rpy	236	d "[what]"
ch2_s2_bogdan_5dcecc5e	d	I think you are the insolent one - ignoring good citizens who come to you with real problems!	game/story scripts/ch2.rpy	240	d "[what]"
ch2_s2_bogdan_cb99c209	b	I couldn't have said it better myself!	game/story scripts/ch2.rpy	241	b "[what]"
ch2_s2_bogdan_e411ef32	"Mayor"	You rude adventurers! Leave my office this instant!	game/story scripts/ch2.rpy	242	"Mayor" "[what]"
ch2_s2_bogdan_4342ba6f	b	-dirty pig!	game/story scripts/ch2.rpy	245	b "[what]"
ch2_s2_bogdan_9cbb6bbc		I can't help but laugh. That was a... creative way to insult the mayor...	game/story scripts/ch2.rpy	247	"[what]"
ch2_s2_bogdan_caa33d93	"Mayor"	What did you call me?!	game/story scripts/ch2.rpy	248	"Mayor" "[what]"
ch2_s2_bogdan_7afa57d1	d	Now, now - there's no need for any of this. We've given our report, let's just leave.	game/story scripts/ch2.rpy	250	d "[what]"
ch2_s2_bogdan2_2b505f19		We take our leave. Back in the market, I can see Bogdan fuming.	game/story scripts/ch2.rpy	263	"[what]"
ch2_s2_bogdan2_bb8f9b15	b	Damn! What a piece of shit!	game/story scripts/ch2.rpy	264	b "[what]"
ch2_s2_bogdan2_d5c20008	d	I admit, he's too stingy to take care of the town as he should.	game/story scripts/ch2.rpy	266	d "[what]"
ch2_s2_bogdan2_3cf5f770	d	What are we going to do?	game/story scripts/ch2.rpy	267	d "[what]"
ch2_s2_bogdan2_811a709c	b	As strong as the party's become after you joined Dobrava, I'm not confident we can defeat a necromancer with just the four of us.	game/story scripts/ch2.rpy	268	b "[what]"
ch2_s2_bogdan2_af4bf8ae	b	I could ask my mother for help but... I've never done that. I don't want to show weakness.	game/story scripts/ch2.rpy	269	b "[what]"
ch2_s2_bogdan2_ef5785be	d	It's not a weakness to ask for the help of others!	game/story scripts/ch2.rpy	271	d "[what]"
ch2_s2_bogdan2_47999777	b	I guess... it will take mother two weeks to come here from the border anyways. Do we have that much time?	game/story scripts/ch2.rpy	273	b "[what]"
ch2_s2_bogdan2_1575c75c	d	We might not. I guess it's on us to protect the town then?	game/story scripts/ch2.rpy	275	d "[what]"
ch2_s2_bogdan2_b117d687	b	It might as well be! And we will protect it!	game/story scripts/ch2.rpy	277	b "[what]"
ch2_s2_bogdan2_b49fbc7f		I look around for something to cheer Bogdan up. There's a stall with fried chicken, one with cotton candy, and one with healthy vegetables.	game/story scripts/ch2.rpy	279	"[what]"
ch2_s2_bogdan2_4e98f7bc	d	Bogdi!	game/story scripts/ch2.rpy	281	d "[what]"
ch2_s2_bogdan2_59851ddd	b	What is it, Dobrava?	game/story scripts/ch2.rpy	283	b "[what]"
ch2_s2_bogdan2_57e38882		What should we eat?	game/story scripts/ch2.rpy	284	"[what]"
ch2_s2_bogdan2_a840a12d	d	You said you would treat me to something good after the meeting! Let's eat some chicken wings!	game/story scripts/ch2.rpy	288	d "[what]"
ch2_s2_bogdan2_cbdd63a0	b	Oh... chicken! I love chicken! Except for kurolishek, the undead kind!	game/story scripts/ch2.rpy	290	b "[what]"
ch2_s2_bogdan2_22b4719a		Well, undead chickens are definitely problematic, as is everything else that's undead.	game/story scripts/ch2.rpy	291	"[what]"
ch2_s2_bogdan2_d562037f		We buy one chicken wing for me and way too many for Bogdan before we sit by the fountain.	game/story scripts/ch2.rpy	292	"[what]"
ch2_s2_bogdan2_e4845d58		I bet Bogdi likes cotton candy.	game/story scripts/ch2.rpy	296	"[what]"
ch2_s2_bogdan2_40cf689a	d	You said you would treat me to something good after the meeting! Let's get some cotton candy!	game/story scripts/ch2.rpy	297	d "[what]"
ch2_s2_bogdan2_4f20639c	b	Oh... cotton candy! I love sweet things! kittens, doggies, baby chickens...	game/story scripts/ch2.rpy	299	b "[what]"
ch2_s2_bogdan2_d32acb3c	d	But you don't eat those, do you?	game/story scripts/ch2.rpy	300	d "[what]"
ch2_s2_bogdan2_54afc056	b	Of course not! But cotton candy? Give me some of that!	game/story scripts/ch2.rpy	301	b "[what]"
ch2_s2_bogdan2_865a7491		We buy one cotton candy for each of us and sit by the fountain.	game/story scripts/ch2.rpy	302	"[what]"
ch2_s2_bogdan2_528b558f	d	You said you would treat me to something good after the meeting! Let's eat some healthy vegetables!	game/story scripts/ch2.rpy	306	d "[what]"
ch2_s2_bogdan2_9136f4fe	b	Is that broccoli...?	game/story scripts/ch2.rpy	308	b "[what]"
ch2_s2_bogdan2_49763227	d	Yes! Broccoli is a gift from the gods!	game/story scripts/ch2.rpy	309	d "[what]"
ch2_s2_bogdan2_7bf11b11	b	I will eat it with you... I guess...	game/story scripts/ch2.rpy	310	b "[what]"
ch2_s2_bogdan2_653fa78a		We buy some fried vegetables for both of us and sit by the fountain.	game/story scripts/ch2.rpy	311	"[what]"
ch2_s2_bogdan3_cb1f0936		We spend the next hour eating and commenting on the well-to-do townspeoples' weird manner of dress.	game/story scripts/ch2.rpy	317	"[what]"
ch2_s2_bogdan3_6b8e90cf	d	What does she have on her head? Is that a peacock feather?!	game/story scripts/ch2.rpy	319	d "[what]"
ch2_s2_bogdan3_78fb5643	b	Look at that man's breaches! They're so low they are about to fall down!	game/story scripts/ch2.rpy	321	b "[what]"
ch2_s2_bogdan3_c2a4c368		It's really comfortable being around Bogdan. I can't help but enjoy our time together.	game/story scripts/ch2.rpy	323	"[what]"
ch2_s2_zygmunt_1f132902		Bogdan leaves for the mayor's house located in one of the corners of the square. He quickly disappears from our sight.	game/story scripts/ch2.rpy	334	"[what]"
ch2_s2_zygmunt_d37f5419	d	There really are a lot of people here. We could get separated easily.	game/story scripts/ch2.rpy	335	d "[what]"
ch2_s2_zygmunt_b231f4be	z	About that... I have a proposal for you. We can either do this the proper way or the fun way.	game/story scripts/ch2.rpy	336	z "[what]"
ch2_s2_zygmunt_2c3a63c7	d	What do you mean?	game/story scripts/ch2.rpy	338	d "[what]"
ch2_s2_zygmunt_b847a9cc	z	For the proper way, we can hold hands, going from stall to stall and buying everything we need.	game/story scripts/ch2.rpy	340	z "[what]"
ch2_s2_zygmunt_f9f08e2c	z	Or, the fun way, I can show you a few tricks and we can save some money.	game/story scripts/ch2.rpy	342	z "[what]"
ch2_s2_zygmunt_300c29ea	d	Wait, you don't mean... stealing?	game/story scripts/ch2.rpy	343	d "[what]"
ch2_s2_zygmunt_7ae9a9dc	z	Stealing? Gods no! I call it "acquiring things".	game/story scripts/ch2.rpy	345	z "[what]"
ch2_s2_zygmunt_64e06ae8	d	It's still stealing, no matter what you call it.	game/story scripts/ch2.rpy	346	d "[what]"
ch2_s2_zygmunt_4de4e10e	z	Tomato, tomato. Which will it be?	game/story scripts/ch2.rpy	348	z "[what]"
ch2_s2_zygmunt2_435b7b98	d	The proper way of course. I'm no thief.	game/story scripts/ch2.rpy	364	d "[what]"
ch2_s2_zygmunt2_790ba13a	z	Ah... the boring way then. At least I get to hold hands with you.	game/story scripts/ch2.rpy	366	z "[what]"
ch2_s2_zygmunt2_d84ad0e4		Should we? I guess it {i}would{/i} be a pain in the ass if we end up separated...	game/story scripts/ch2.rpy	367	"[what]"
ch2_s2_zygmunt2_726fcf20		I grab Zygmunt's hand and he intertwines his fingers with mine. His hand is bigger than mine and feels strong - rough and calloused from years plucking a bowstring.	game/story scripts/ch2.rpy	371	"[what]"
ch2_s2_zygmunt2_30671c36		Zygmunt pulls out a list from his pocket. I look at it and I see very proper Elven handwriting. Andia probably wrote this while I was still sleeping.	game/story scripts/ch2.rpy	372	"[what]"
ch2_s2_zygmunt2_9b239879	z	Alright first... exchanging the old Elven coin at the antiquities shop.	game/story scripts/ch2.rpy	373	z "[what]"
ch2_s2_zygmunt2_e23d2c92		We spend over an hour moving from shop to shop, trying to negotiate the best prices. Between the two of us-both well-spoken and articulate-we manage to get good deals. All while we hold hands.	game/story scripts/ch2.rpy	374	"[what]"
ch2_s2_zygmunt2_7eba496f	z	Good job, partner!	game/story scripts/ch2.rpy	376	z "[what]"
ch2_s2_zygmunt2_d6ef440a	d	You too!	game/story scripts/ch2.rpy	378	d "[what]"
ch2_s2_zygmunt2_b52043cd		After a job well done, we go back to the tavern.	game/story scripts/ch2.rpy	379	"[what]"
ch2_s2_zygmunt3_3236a8cb	d	Alright. I hope I won't regret this. Let's do it the fun way.	game/story scripts/ch2.rpy	384	d "[what]"
ch2_s2_zygmunt3_e1a75c27	z	Yay! I knew you didn't have a stick up your ass! Let's go, partner!	game/story scripts/ch2.rpy	386	z "[what]"
ch2_s2_zygmunt3_62e29b21		First, Zygmunt shows me how to pickpocket people. I watch him move around the crowd fluidly and cut off people's coin pouches without them noticing anything.	game/story scripts/ch2.rpy	387	"[what]"
ch2_s2_zygmunt3_beb5a363		Then he tells me to try it myself. He picks what he calls an easy target for me-an old, sweating merchant. As I get close to him I almost faint from the foul smell. But I succeed. His pouch is mine.	game/story scripts/ch2.rpy	388	"[what]"
ch2_s2_zygmunt3_932c5ef1	d	I did it!	game/story scripts/ch2.rpy	390	d "[what]"
ch2_s2_zygmunt3_f3f59f16		I exclaim in a back alley, showing my spoils to Zygmunt.	game/story scripts/ch2.rpy	391	"[what]"
ch2_s2_zygmunt3_31293624	z	Indeed you did.	game/story scripts/ch2.rpy	392	z "[what]"
ch2_s2_zygmunt3_632d1d50		He looks happy and proud of me. I feel a sense of accomplishment.	game/story scripts/ch2.rpy	393	"[what]"
ch2_s2_zygmunt3_a5200319	z	Next is stealing things from stalls. Let's start with the classic: apples.	game/story scripts/ch2.rpy	394	z "[what]"
ch2_s2_zygmunt3_e452ac9b		But as we move closer to the apple stalls, we hear yelling from the crowd.	game/story scripts/ch2.rpy	395	"[what]"
ch2_s2_zygmunt3_e95e1418	"Merchant"	Thief! I've been robbed!	game/story scripts/ch2.rpy	396	"Merchant" "[what]"
ch2_s2_zygmunt3_f2c8d7f3		It's the merchant I pickpocketed earlier. Zygmunt grabs my hand.	game/story scripts/ch2.rpy	397	"[what]"
ch2_s2_zygmunt3_30eb6e8c	z	They haven't realised it's us yet so let's get out of here. Walk like a normal person leaving a market and don't look so frightened.	game/story scripts/ch2.rpy	399	z "[what]"
ch2_s2_zygmunt3_8d25a15e		I school in my expression as best as I can and we leave the market before the guards come out to close it and interrogate everyone.	game/story scripts/ch2.rpy	400	"[what]"
ch2_s2_zygmunt4_57e816ab	d	It will be more efficient if we each take half the items on the list and shop separately.	game/story scripts/ch2.rpy	405	d "[what]"
ch2_s2_zygmunt4_393a6218	z	Efficient? Maybe... but will it be fun? No.	game/story scripts/ch2.rpy	407	z "[what]"
ch2_s2_zygmunt4_668d6bbe	d	It's just shopping. It doesn't need to be fun.	game/story scripts/ch2.rpy	408	d "[what]"
ch2_s2_zygmunt4_1392853e	z	Shopping can be fun too. But as you wish.	game/story scripts/ch2.rpy	410	z "[what]"
ch2_s2_zygmunt4_e71f5adb		We go our separate ways and I buy the things I have on my half of the list. But as I move closer to the produce stalls, I hear yelling from the crowd.	game/story scripts/ch2.rpy	411	"[what]"
ch2_s2_zygmunt4_e95e1418	"Merchant"	Thief! I've been robbed!	game/story scripts/ch2.rpy	412	"Merchant" "[what]"
ch2_s2_zygmunt4_8b558401		What is going on? I see Zygmunt walking out of the plaza like nothing happened. No one is looking at him, everyone is focused on the man screaming.	game/story scripts/ch2.rpy	414	"[what]"
ch2_s2_zygmunt4_803885ce		Did he... oh, I hope he didn't!	game/story scripts/ch2.rpy	415	"[what]"
ch2_s2_zygmunt4_08f9fa52		I school my expression as best I can and leave the market in the same direction as Zygmunt before the guards come to interrogate everyone.	game/story scripts/ch2.rpy	416	"[what]"
ch2_s2_zygmunt4_34ca2c2e		I catch up with Zygmunt on the road to the tavern.	game/story scripts/ch2.rpy	417	"[what]"
ch2_s2_zygmunt4_25166987	z	Is everything alright, Dobrava?	game/story scripts/ch2.rpy	418	z "[what]"
ch2_s2_zygmunt4_96dd1bcf		I say nothing to him.	game/story scripts/ch2.rpy	419	"[what]"
ch2_s2_zygmunt5_c17737d8		We meet with Bogdan outside of town, just down the road from the tavern where we have been staying.	game/story scripts/ch2.rpy	435	"[what]"
ch2_s2_zygmunt5_9619652f	b	Is everything okay? Where are the supplies?	game/story scripts/ch2.rpy	437	b "[what]"
ch2_s2_zygmunt5_4d6f7b7d	z	Ah... we'll have to ask you to go buy things in our stead... with this money.	game/story scripts/ch2.rpy	438	z "[what]"
ch2_s2_zygmunt5_81b0aa09	d	So you've bought nothing?	game/story scripts/ch2.rpy	442	d "[what]"
ch2_s2_zygmunt5_afcc56cf		He throws the pouches he's "acquired" at Bogdan. Bogdan catches them but looks as displeased as I do.	game/story scripts/ch2.rpy	443	"[what]"
ch2_s2_zygmunt5_3bde27b0		He throws the pouches we've "acquired" at Bogdan. Bogdan catches them but looks displeased.	game/story scripts/ch2.rpy	445	"[what]"
ch2_s2_zygmunt5_2fd88f7c	b	You've stolen again, Zygmunt!	game/story scripts/ch2.rpy	447	b "[what]"
ch2_s2_zygmunt5_9ec1c3de	z	Not so loud, Bogdan!	game/story scripts/ch2.rpy	449	z "[what]"
ch2_s2_zygmunt5_63799abc	b	You said you would stop with your thieving ways. And you! Dobrava! Why did you not stop him?!	game/story scripts/ch2.rpy	450	b "[what]"
ch2_s2_zygmunt5_b95efa92	d	I...	game/story scripts/ch2.rpy	452	d "[what]"
ch2_s2_zygmunt5_17483047	b	Or did you help too?	game/story scripts/ch2.rpy	453	b "[what]"
ch2_s2_zygmunt5_dc3b9bfa	d	I did but...	game/story scripts/ch2.rpy	455	d "[what]"
ch2_s2_zygmunt5_dae2ad8f	d	I didn't, we were shopping separately. I would have stopped him if I suspected this would happen.	game/story scripts/ch2.rpy	457	d "[what]"
ch2_s2_zygmunt5_cafec3a6	b	Oh gods, Zygmunt, you stupid bastard!	game/story scripts/ch2.rpy	458	b "[what]"
ch2_s2_zygmunt5_9abcfcc6		Bogdan grabs Zygmunt by the collar and punches him in the face. Zygmunt doesn't even try to dodge.	game/story scripts/ch2.rpy	463	"[what]" with sshake
ch2_s2_zygmunt5_66df0c24	z	I deserved that.	game/story scripts/ch2.rpy	465	z "[what]"
ch2_s2_zygmunt5_8b69155b	b	Good. Now don't do it again.	game/story scripts/ch2.rpy	466	b "[what]"
ch2_s2_zygmunt5_baff4e49	b	I'm going to town to do your job. Just go back to the tavern.	game/story scripts/ch2.rpy	468	b "[what]"
ch2_s2_zygmunt5_7c477663		He takes the money and the Elven coin we have to exchange and goes back to town.	game/story scripts/ch2.rpy	469	"[what]"
ch2_s2_zygmunt5_a5c5e398		I feel guilty about what we did and from the look on his face, so does Zygmunt. We return to the tavern.	game/story scripts/ch2.rpy	471	"[what]"
ch2_s2_zygmunt5_c6b6791e		I feel angry at Zygmunt for what he did but I see he regrets it, so I calm down. We return to the tavern.	game/story scripts/ch2.rpy	473	"[what]"
ch2_s3_0db6cf0f		By the time each of our tasks are complete, it's evening. We gather together at our table where the scepter's handle lays in the middle on the blessed cloth.	game/story scripts/ch2.rpy	494	"[what]"
ch2_s3_07a4ae37	z	Have you made any progress, Andia?	game/story scripts/ch2.rpy	495	z "[what]"
ch2_s3_5518721a	a	...no, I hate to say it but I have not. I managed to decipher some of the words on the handle, but the rest remain a mystery.	game/story scripts/ch2.rpy	496	a "[what]"
ch2_s3_6b14004d	z	What do you have to say for yourself, Dobrava? You distracted her.	game/story scripts/ch2.rpy	499	z "[what]"
ch2_s3_5f7ad7ae	d	What? I did not! I was helping!	game/story scripts/ch2.rpy	501	d "[what]"
ch2_s3_821c2b2f	a	She was. Leave her alone.	game/story scripts/ch2.rpy	503	a "[what]"
ch2_s3_9655157d	z	I was just kidding. It's all good.	game/story scripts/ch2.rpy	504	z "[what]"
ch2_s3_0484995f		Andia sighs.	game/story scripts/ch2.rpy	505	"[what]"
ch2_s3_9dde4d26	a	'Light', 'darkness', 'defeat'. Those words don't form a coherent narrative for me. I don't know what the creators of this artifact were trying to say.	game/story scripts/ch2.rpy	509	a "[what]"
ch2_s3_0a0f9ff2	a	I need more time, but I'm sure I will figure this out.	game/story scripts/ch2.rpy	511	a "[what]"
ch2_s3_77604f27	z	Take all the time you need.	game/story scripts/ch2.rpy	512	z "[what]"
ch2_s3_1daf8fac	z	Well, it's been a long day. We've spent enough time together I think. Time to go to your rooms and sleep. I want you all well-rested for tomorrow!	game/story scripts/ch2.rpy	514	z "[what]"
ch2_s3_8c816e1e	d	Yes, momma bear!	game/story scripts/ch2.rpy	516	d "[what]"
ch2_s3_e0356e58	z	What did you call your leader?	game/story scripts/ch2.rpy	518	z "[what]"
ch2_s3_20b97f27		Zygmunt smacks me playfully on the hand as I get up and run upstairs.	game/story scripts/ch2.rpy	519	"[what]"
ch2_s3_d4a92e4d		Indeed, I'm very tired after today. But the most important thing is that it was fun.	game/story scripts/ch2.rpy	520	"[what]"
ch2_s4_8e2b4c14		I fall asleep much easier tonight.	game/story scripts/ch2.rpy	528	"[what]"
ch2_s4_7cbb2696		However, I'm surprised to see the same castle as the night before.	game/story scripts/ch2.rpy	532	"[what]"
ch2_s4_35b2e266		I walk its hallways and look in the empty rooms. Eventually, I reach the throne room again.	game/story scripts/ch2.rpy	533	"[what]"
ch2_s4_86fb890b		This time around everything is more detailed, more decorated. As if the dream is a little more real.	game/story scripts/ch2.rpy	534	"[what]"
ch2_s4_8f56d197		It's still a bit hazy, as if I'm walking in fog, but it looks like a proper castle now.	game/story scripts/ch2.rpy	535	"[what]"
ch2_s4_60c19e49		However, it's still devoid of life, barring the beautiful raven-haired woman sitting on the throne. She looks so bored there. I guess I would be too if I had no one to talk to and nothing to do.	game/story scripts/ch2.rpy	539	"[what]"
ch2_s4_a96c321e	d	Hello?	game/story scripts/ch2.rpy	540	d "[what]"
ch2_s4_2768a104		I walk closer to her and call out, but I don't expect an answer. I'm surprised when I get one.	game/story scripts/ch2.rpy	543	"[what]"
ch2_s4_cbf6c99f		I don't approach her, but call out. I don't expect an answer. I'm surprised when I get one.	game/story scripts/ch2.rpy	546	"[what]"
ch2_s4_2_3439cbdc	"???"	Songbird.	game/story scripts/ch2.rpy	550	"???" "[what]"
ch2_s4_2_2bfa556c	d	Songbird?	game/story scripts/ch2.rpy	552	d "[what]"
ch2_s4_2_d84c9d43		I look around but see no birds here.	game/story scripts/ch2.rpy	553	"[what]"
ch2_s4_2_d86edc16	d	Do you mean me? Because I'm a bard?	game/story scripts/ch2.rpy	554	d "[what]"
ch2_s4_2_46bf9a91		She nods and smiles. Again, she smiles but her eyes remain cold.	game/story scripts/ch2.rpy	556	"[what]"
ch2_s4_2_efa7f074		I'm seriously creeped out here. When I try to ask her to stop smiling like that, I wake up, covered in cold sweat again.	game/story scripts/ch2.rpy	558	"[what]"
ch2_s4_2_1636b022		It's morning. Time to wash up, get dressed, and start the day.	game/story scripts/ch2.rpy	560	"[what]"
ch3_s1_923934c9		It's breakfast again. All four of us sit around the table, munching on some toast with jam while the scepter's handle lies in the middle. I stare at it intently as if that would change anything.	game/story scripts/ch3.rpy	16	"[what]"
ch3_s1_728d77cb	a	Dobrava, you're going to burn a hole into it with your stare.	game/story scripts/ch3.rpy	18	a "[what]"
ch3_s1_074da15c		I ignore her joke. There's one thing we haven't tried yet. The others fear it's cursed, but it doesn't seem that way.	game/story scripts/ch3.rpy	19	"[what]"
ch3_s1_da7fec03		Before anyone can stop me, I move quickly and touch the handle.	game/story scripts/ch3.rpy	23	"[what]"
ch3_s1_7c2464f3	b	Dobrava!	game/story scripts/ch3.rpy	24	b "[what]"
ch3_s1_4ceba5ab	z	No, don't touch it!	game/story scripts/ch3.rpy	25	z "[what]"
ch3_s1_379ff23a	a	What are you doing?!	game/story scripts/ch3.rpy	26	a "[what]"
ch3_s1_a2b386ec		Despite their worries, nothing bad happens. I don't feel my energy being drained or a weight on my shoulders trying to drag me down to the underworld.	game/story scripts/ch3.rpy	27	"[what]"
ch3_s1_c27d3330	d	Folks, calm down. It's not cursed.	game/story scripts/ch3.rpy	29	d "[what]"
ch3_s1_df27d388	a	But you didn't know that before you touched it. Why risk it?	game/story scripts/ch3.rpy	30	a "[what]"
ch3_s1_4bb54acf	d	Hey, no risk, no fun. Have you not learned that from Zygmunt?	game/story scripts/ch3.rpy	31	d "[what]"
ch3_s1_88d3c95a	z	Don't drag me into this!	game/story scripts/ch3.rpy	33	z "[what]"
ch3_s1_f145585d		I focus on the handle again. There is one weird thing about it.	game/story scripts/ch3.rpy	37	"[what]"
ch3_s1_3fc2ea0e	d	I feel like it's trying to pull me somewhere. Like I should hold it in my hand and let it guide me.	game/story scripts/ch3.rpy	39	d "[what]"
ch3_s1_08eb5426	b	So it's cursed after all.	game/story scripts/ch3.rpy	41	b "[what]"
ch3_s1_785ae5e5	d	I don't think so, its energy feels clear.	game/story scripts/ch3.rpy	42	d "[what]"
ch3_s1_bc713ab7		Andia puts her hand on the handle too.	game/story scripts/ch3.rpy	43	"[what]"
ch3_s1_82e11952	a	Hmm... yes, the energy feels clear and light. But I don't feel it pulling me anywhere.	game/story scripts/ch3.rpy	44	a "[what]"
ch3_s1_3873cc23	d	I'm not lying!	game/story scripts/ch3.rpy	45	d "[what]"
ch3_s1_f4cc1734	a	I'm not saying you are. You might be more susceptible to this kind of energy than I am. That's why you feel the pull while I don't.	game/story scripts/ch3.rpy	46	a "[what]"
ch3_s1_f715b250	d	Well it clearly wants me to go somewhere... should we listen to it?	game/story scripts/ch3.rpy	47	d "[what]"
ch3_s1_9fb2a5c9	z	Hmm... I'm curious where it'll lead us.	game/story scripts/ch3.rpy	48	z "[what]"
ch3_s1_aa2e4370	b	Adventure?	game/story scripts/ch3.rpy	50	b "[what]"
ch3_s1_c79091c4	a	I would like to find out too.	game/story scripts/ch3.rpy	52	a "[what]"
ch3_s1_3e9f173a	d	Alright, let's go then!	game/story scripts/ch3.rpy	54	d "[what]"
ch3_s1_d731c915		With the scepter's handle in hand we leave for the place it is leading us to.	game/story scripts/ch3.rpy	56	"[what]"
ch3_s1_3e7e4a50		Wherever that is...	game/story scripts/ch3.rpy	57	"[what]"
ch3_s2_0e52b93a		Everyone is abnormally quiet and on edge today. They all walk apart from each other.	game/story scripts/ch3.rpy	72	"[what]"
ch3_s2_2deec231		Whom should I approach?	game/story scripts/ch3.rpy	73	"[what]"
ch3_s2_246e39a7		I shouldn't bother anyone with idle chatter. If they don't want to talk, there's no point in trying to engage them in conversation.	game/story scripts/ch3.rpy	86	"[what]"
ch3_s2_edd9541a		It's a bit lonely to walk in silence, but we {i}are{/i} on a mission. So, we continue walking to wherever the handle is guiding me.	game/story scripts/ch3.rpy	87	"[what]"
ch3_s2_zygmunt_12b5e5d5		I walk over to Zygmunt. He looks as if he's deep in thought, so unlike him.	game/story scripts/ch3.rpy	93	"[what]"
ch3_s2_zygmunt_043082d1	d	Hey, Zygmunt! I was wondering...	game/story scripts/ch3.rpy	95	d "[what]"
ch3_s2_zygmunt_dc89dcb5	z	Hmm?	game/story scripts/ch3.rpy	96	z "[what]"
ch3_s2_zygmunt_c074e1ab		I try to quickly come up with a topic.	game/story scripts/ch3.rpy	97	"[what]"
ch3_s2_zygmunt_08512d0c	d	...How many stable partners have you had?	game/story scripts/ch3.rpy	98	d "[what]"
ch3_s2_zygmunt_2d2d4900		Oh no, why did I ask that? He looks at me surprised.	game/story scripts/ch3.rpy	100	"[what]"
ch3_s2_zygmunt_423cecad	d	That got your attention, didn't it?	game/story scripts/ch3.rpy	101	d "[what]"
ch3_s2_zygmunt_a68d8082		Let's cover this up. It's not like I'd really like to know or anything.	game/story scripts/ch3.rpy	102	"[what]"
ch3_s2_zygmunt_e9b5ee6b	z	Just one boyfriend. Or rather, fiance. We were engaged in front of the gods.	game/story scripts/ch3.rpy	104	z "[what]"
ch3_s2_zygmunt_4e452bbd	d	Oh...	game/story scripts/ch3.rpy	106	d "[what]"
ch3_s2_zygmunt_62b4f721		Should I ask more?	game/story scripts/ch3.rpy	107	"[what]"
ch3_s2_zygmunt_c701d93e		We continue talking about lighter topics while we follow the handle's pull towards the unknown.	game/story scripts/ch3.rpy	115	"[what]"
ch3_s2_zygmunt2_6d888db7	d	...Why did you break up?	game/story scripts/ch3.rpy	119	d "[what]"
ch3_s2_zygmunt2_5101bc09		Wait... what if they didn't break up? Is he still in a relationship?	game/story scripts/ch3.rpy	120	"[what]"
ch3_s2_zygmunt2_e77fd477		But he asked me for a kiss the other night!	game/story scripts/ch3.rpy	122	"[what]"
ch3_s2_zygmunt2_20b43a7b		And we held hands while shopping... to not get separated, but still. It counts!	game/story scripts/ch3.rpy	125	"[what]"
ch3_s2_zygmunt2_0c9afd2c		And we stole things together - we're partners in crime. That means we're close, right?	game/story scripts/ch3.rpy	127	"[what]"
ch3_s2_zygmunt2_c1ad7ca4		As his friend, I feel like I should know!	game/story scripts/ch3.rpy	129	"[what]"
ch3_s2_zygmunt2_cfd93cfd		Zygmunt looks at me dumbfounded, clearly shocked I'd ask such a delicate question.	game/story scripts/ch3.rpy	131	"[what]"
ch3_s2_zygmunt2_9ccbdba0		I keep staring at him until he sighs and gives in.	game/story scripts/ch3.rpy	132	"[what]"
ch3_s2_zygmunt2_20bcae54	z	He cheated on me with his childhood friend. Ever since then, I've given up on serious relationships.	game/story scripts/ch3.rpy	134	z "[what]"
ch3_s2_zygmunt2_d9cd4cd7	z	I sleep around to try and satisfy my need for intimacy, but of course it doesn't work.	game/story scripts/ch3.rpy	135	z "[what]"
ch3_s2_zygmunt2_fd4dacf9	d	I'm sorry to hear that...	game/story scripts/ch3.rpy	136	d "[what]"
ch3_s2_zygmunt2_adb4c814		How do I feel about Zygmunt?	game/story scripts/ch3.rpy	137	"[what]"
ch3_s2_zygmunt2_a20c3ea7	d	I won't say I shouldn't have asked. I consider you a friend and as such, I think I should know these things.	game/story scripts/ch3.rpy	142	d "[what]"
ch3_s2_zygmunt2_504223c9	z	I'm happy to be considered your friend.	game/story scripts/ch3.rpy	143	z "[what]"
ch3_s2_zygmunt2_03d7719e	d	Of course you are, silly.	game/story scripts/ch3.rpy	144	d "[what]"
ch3_s2_zygmunt2_c701d93e		We continue talking about lighter topics while we follow the handle's pull towards the unknown.	game/story scripts/ch3.rpy	145	"[what]"
ch3_s2_zygmunt3_11945fe4		He continues as if he's not listening to me at all..	game/story scripts/ch3.rpy	154	"[what]"
ch3_s2_zygmunt3_289f6a70	z	I've given up on relationships... but have I really?	game/story scripts/ch3.rpy	155	z "[what]"
ch3_s2_zygmunt3_4df64c76	d	I hope you haven't.	game/story scripts/ch3.rpy	156	d "[what]"
ch3_s2_zygmunt3_eb16b031		That gets his attention again.	game/story scripts/ch3.rpy	157	"[what]"
ch3_s2_zygmunt3_5ec4777c	z	Why?	game/story scripts/ch3.rpy	159	z "[what]"
ch3_s2_zygmunt3_dfc11aae	d	Because I... I might be interested in something like that with you.	game/story scripts/ch3.rpy	161	d "[what]"
ch3_s2_zygmunt3_212dc01f	d	I-I know it's a bit early t-to talk about things like that. We've only m-met the day before yesterday...	game/story scripts/ch3.rpy	162	d "[what]"
ch3_s2_zygmunt3_fef4f436	z	You're stuttering. How cute.	game/story scripts/ch3.rpy	164	z "[what]"
ch3_s2_zygmunt3_1837d458	d	It's not cute!	game/story scripts/ch3.rpy	165	d "[what]"
ch3_s2_zygmunt3_33511de4	z	It is! It's true we only met a couple of days ago, but so much has happened since then. And I feel an irresistible pull towards you too.	game/story scripts/ch3.rpy	166	z "[what]"
ch3_s2_zygmunt3_13b6d5c9		He stops walking and I stop too. He bends down a bit to put his face at the same height as mine.	game/story scripts/ch3.rpy	167	"[what]"
ch3_s2_zygmunt3_d627fa4b	z	See? Something's pulling me towards you.	game/story scripts/ch3.rpy	168	z "[what]"
